Restaurant,Category,Neighborhood,Address,Phone Number,Rating
Pizza,Conzo's,Bloordale Village,1279 Bloor St W,Not Found,3.83
Pizza,The Fourth Man in the Fire,Dundas West,832 Dundas St W,416.792.3473,4.44
Pizza,Bar Poet,West Queen West,1090 Queen St W,647.340.1090,4.69
Pizza,North of Brooklyn on Rogers Road,Rogers Road,511 Rogers Road,647.358.4800,4.00
Pizza,The Parlour Toronto,King West,642 King St W,416.583.2642,4.29
Pizza,DeePizz,Little Italy,384 College St,416.925.1555,4.33
Pizza,Jessy's Pizza,Roncesvalles Village,2200 Dundas St W,416.530.0999,4.00
Pizza,Chito's Pizza,North York,3616 Dufferin St.,416.631.0101,4.80
Pizza,Blondies Pizza,Leslieville,1555 Dundas Street East,437.341.1555,3.35
Pizza,Maker Pizza (Avenue Road),Avenue and Lawrence,1537 Avenue Road,416.782.2000,3.82
Pizza,Defina Woodfired,Junction Triangle,1485 Dupont St,416.536.4788,4.50
Pizza,General Assembly Pizza,Entertainment District,331 Adelaide St W,Not Found,4.29
Pizza,Pie Bar,Harbourfront,207 Queens Quay W,647.341.7221,4.80
Pizza,Conspiracy Pizza,Bayview and Leaside,176 Wicksteed Avenue,647.694.3327,4.40
Pizza,Pizza Shab,North York,"3 Byng Ave, North York",647.477.7288,4.71
Pizza,Salt & Tobacco,Cabbagetown,521 Parliament St.,Not Found,5.00
Pizza,Pizzeria Oro di Napoli,Etobicoke,Not Found,Not Found,4.86
Pizza,Village Pizza,Bloorcourt,750 Dovercourt Rd,416.748.7737,4.27
Pizza,Pi Co,Yorkville,1200 Bay St.,647.346.7428,4.00
Pizza,The Real McCoy,Scarborough,1033 Markham Road,416.439.6804,4.75
Pizza,Maker Pizza,Chinatown,59 Cameron St.,416.782.2000,3.77
Pizza,Blaze Pizza,Yonge & Dundas,10 Dundas St. East ,416.979.3626,4.71
Pizza,Abruzzo Pizza,Richmond Hill,9010 Yonge St.,905.881.8222,4.60
Pizza,Descendant Pizza,Leslieville,1168 Queen St. East,647.347.1168,4.00
Pizza,Apiecalypse Now! on Bloor,Koreatown,735 Bloor St. West,416.516.4555,4.50
Pizza,Dante's Pizzeria,Thornhill,8700 Dufferin St.,905.761.1115,1.00
Pizza,Lambretta Roncesvalles,Roncesvalles Village,89 Roncesvalles Ave.,416.551.9925,3.00
Pizza,Ciao Roma,Woodbridge,28 Roytec Rd L4L 8E4,905.264.2121,5.00
Pizza,Ricci's Pizzeria,Woodbridge,8401 Weston Road,905.850.8325,4.33
Pizza,Pizzeria Libretto (University),Financial District,155 University Ave.,416.551.0433,4.00
Pizza,Queen Margherita Pizza (Dundas West),Dundas West,772 Dundas St. West,647.748.4666,3.00
Pizza,Bitondo Pizzeria & Sandwiches,Little Italy,11 Clinton Street,416.533.4101,4.29
Pizza,Danforth Pizza House,Danforth,920 Danforth Avenue,416.463.4927,4.40
Pizza,Mare Pizzeria,Kensington Market,185 Baldwin St.,647.351.2622,4.67
Pizza,North of Brooklyn (Church),Church Wellesley Village,469 Church St.,647.980.7990,4.50
Pizza,Pizza Nova,Scarborough,2272 Lawrence Avenue East,416.751.1200,2.20
Poke,North Poke,Kensington Market,Not Found,Not Found,4.50
Poke,Calii Love,Entertainment District,367 King St W,416.792.5683,3.00
Poke,Pokito,Queen West,420 Queen St W,416.792.8808,4.79
Poke,Poke Guys,Little Tokyo,112 Elizabeth Street,416.506.7653,4.57
Poke,Rolltation,Little Tokyo,207 Dundas St. W.,647.351.8986,4.57
Poke,Lawai'a Poke,King West,700 King St W,647.341.6666,5.00
Poke,Poke Box,Financial District,36 Toronto Street,416.929.0363,4.00
Poke,Ono Poke Bar,Liberty Village,100 Western Battery Road,416.792.8992,4.00
Poke,Mi'Hito Sushi Laboratory on College,Little Italy,285 College St,416.929.8880,3.00
Poke,Calii Love (Bay),Yorkville,1235 Bay St,Not Found,4.00
Poke,Rolltation (Yonge),Yonge & Eglinton,2291 Yonge St,416.901.7655,-
Poke,Poke Eats,North York,4750 Yonge St #118,416.792.3958,5.00
Poke,Hoki Poke,Yonge & Wellesley,563 Yonge Street,647.350.0563,4.00
Poke,Umami Poke,Yonge & St. Clair,1252 Yonge St.,647.715.4788,5.00
Poke,Calii Love (Union Station),South Core,65 Front St. West,416.792.5683,4.50
Poke,Koha Pacific Kitchen,Financial District,199 Bay St,647.350.5642,3.60
Poke,Calii Love (Exchange Tower),Financial District,130 King St W.,416.864.6210,-
Poke,Su & Bu Bay Adelaide Centre,Financial District,333 Bay St.,Not Found,-
Poke,Mi’Hito Sushi Laboratory in Yorkville,Yorkville,55 Avenue Rd.,416.922.0845,-
Portuguese,Casa Portuguesa,Castlefield Design District,682 Caledonia Rd,416.780.1112,4.67
Portuguese,Piri Piri,Junction Triangle,1444 Dupont Street,416.536.5100,3.83
Portuguese,Mercado Negro,St. Clair West,1370 St Clair Ave W,647.748.1370,4.83
Portuguese,Churrasqueira Martins,Rogers Road,605 Rogers Road,416.657.4343,4.00
Portuguese,Flor de Sal,Annex,501 Davenport Rd.,416.923.2604,3.40
Portuguese,Rush Hour,Other,1438A Dufferin Street,416.533.4687,5.00
Portuguese,Chiado,Little Italy,864 College Street,416.538.1910,3.50
Portuguese,Salt Wine Bar,Ossington,225 Ossington Avenue,416.533.7258,4.00
Portuguese,Best Portuguese Chicken,Etobicoke,942 The Queensway,416.255.7177,3.75
Portuguese,Ilhas de Bruma,Brockton Village,1136 College St,416.538.2015,5.00
Portuguese,Adega,Yonge & Dundas,33 Elm Street,416.977.4338,4.25
Portuguese,Churrasco Portugril,Scarborough,1733 Eglinton Ave E.,416.261.0010,4.50
Portuguese,Amadeu's,Kensington Market,184 Augusta Ave.,416.591.1245,3.00
Portuguese,Lisbon By Night,Dundas West,802 Dundas St. West,416.603.6522,5.00
Portuguese,Stop BBQ Chicken,Dovercourt Village,1216 Dufferin St.,647.345.2526,5.00
Portuguese,Moliceiro,Ossington,217 Ossington Avenue,647.345.3019,-
Portuguese,Unique Cafe,St. Clair West,1680 St. Clair Ave West,647.345.5551,-
Portuguese,Banaboia Restaurant,Rogers Road,501 Rogers Road,416.654.0967,5.00
Portuguese,Leao d'Ouro (Mississauga),Mississauga,920 Dundas St. East Mississauga,905.566.5326,4.50
Portuguese,Canecas Sports Bar and Cafe,Rogers Road,Not Found,Not Found,-
Portuguese,Bairrada Churrasqueira St. Clair West,Stockyards District,Not Found,Not Found,5.00
Portuguese,Pimentas Grill,Little Italy,648 College St.,416.539.0707,-
Portuguese,Via Norte,Little Italy,"938 College St., Toronto",647.348.1116,-
Poutine,Potatopia Toronto,North York,"4841 Yonge St,",416.226.5151,5.00
Poutine,The Enchanted Poutinerie,North York,730 Wilson Ave,416.901.1993,4.50
Poutine,Smoke's Poutinerie Adelaide,King West,218 Adelaide St. West,416.599.2873,3.35
Poutine,Nom Nom Nom Poutine,Dundas West,Not Found,Not Found,4.17
Poutine,Smoke's Poutinerie (Liberty Village),Liberty Village,116 Atlantic Avenue,647.748.2873,5.00
Poutine,Smoke's Poutinerie (Dundas East),Regent Park,203 Dundas Street East,416.603.2873,3.25
Poutine,Smoke's Poutinerie (Queen and Bathurst),Queen West,578 Queen St. West,416.366.2873,2.00
Roti,Roti Mahal,Queen West,554 Queen St W,416.546.9404,4.20
Roti,Roti Roti,Etobicoke,Not Found,Not Found,4.78
Roti,Matha Roti,Harbord Village,141 Harbord St,416.966.6955,5.00
Roti,Bombay Roti,Annex,529 Bloor St W,647.352.7684,4.33
Roti,Pam's Roti,Bloorcourt,1089 Bloor Street West,416.533.3588,4.60
Roti,Mona's Roti,Scarborough,4810 Sheppard Ave. East,416.412.1200,4.33
Roti,The Roti Hut,Scarborough,351 Pitfield Rd,416.298.4153,4.22
Roti,ACR Hot Roti,Scarborough,2680 Lawrence Ave E,416.755.7806,3.00
Roti,Danforth Roti Shop,Danforth East,2844 Danforth Avenue,416.690.1308,5.00
Roti,Vena's Roti,Bloordale Village,1263 Bloor West,416.532.3665,4.00
Roti,Mother India,Parkdale,1456 Queen Street West,416.588.4634,4.33
Roti,Ali's West Indian Roti Shop,Parkdale,1446 Queen Street West,416.532.7701,4.00
Roti,Drupati's,Etobicoke,35 Woodbine Downs Blvd,416.745.4189,3.67
Roti,Drupati's Roti Scarborough,Scarborough,1085 Bellamy Rd,416.289.9988,3.50
Roti,Butter Chicken Roti (West Queen West),West Queen West,"1076 Queen St. West, toronto",647.350.7684,-
Roti,My Roti Place,Queen West,406 Queen St. W,416.366.5554,4.00
Roti,Amma,Beaches,2014 Queen St E,416.944.1944,-
Roti,Leila's Curry Pot & Roti Hut,North York,3420 Weston Rd,Not Found,-
Roti,Ducky's Roti,Etobicoke,3296 Lakeshore Blvd W,416.253.5858,-
Salad,Mad Radish Toronto,Financial District,130 King Street West,Not Found,4.50
Salad,Two Peas Variety,Chinatown,403 Spadina Ave,416.217.1088,-
Salad,Tractor Foods,Financial District,151 Yonge Street,Not Found,3.50
Salad,Mary Be Kitchen,Yonge & St. Clair,21B St Clair Ave W,416.792.7596,4.76
Salad,Palm Lane,Yorkville,55 Avenue Rd,647.349.1085,4.25
Salad,AAamazing Salad,Kensington Market,160 Baldwin St. Unit 2,647.361.2614,4.50
Salad,Salad Days (Yonge and Bloor),Yonge & Bloor,20 Bloor St. E,Not Found,4.00
Salad,The Goods,Roncesvalles Village,279 Roncesvalles Avenue,647.340.4663,4.00
Salad,Salad Days,Yorkville,2 Bloor Street W,647.436.9472,4.00
Salad,The Simple Kitchen,Roncesvalles Village,73 Roncesvalles Ave.,416.534.5091,-
Salad,Salad House,Yonge & Bloor,13 Hayden Street,647.352.1424,5.00
Salad,Salus Fresh Foods,Entertainment District,101 Peter St.,416.212.2525,5.00
Salad,Season Six,Ossington,216 Ossington Ave,437.242.5991,5.00
Salad,Mad Radish on Yonge,Yonge & Eglinton,2293 Yonge St.,647.347.4193,5.00
Salad,Mam Green Salad,Financial District,220 Bay St.,416.594.3330,-
Salad,Salad Days Bay-Adelaide Centre,Financial District,333 Bay St.,Not Found,-
Salad,iQ Food Co. (King West),King West,613 King Street W,416.901.4747,-
Salad,Croutons,Annex,652 Spadina Ave,613.600.8016,-
Salad,Mad Radish on Bloor,Yonge & Bloor,120 Bloor St. E,416.792.0700,5.00
Seafood,Bar Mignonette,Dundas West,794 Dundas Street West,647.350.8999,4.67
Seafood,Lobster Burger Bar,Entertainment District,214 King Street West,416.598.2929,4.83
Seafood,Samaka Seafood,Mississauga,"5120 Dixie Rd., Unit #2",905.232.2992,4.50
Seafood,Ghadir Fish Restaurant,Scarborough,1846 Lawrence Ave E,Not Found,4.33
Seafood,Stamp's Lane,Roncesvalles Village,371 Roncesvalles Ave,416.537.7750,4.80
Seafood,Diana's Oyster Bar,Scarborough,2105 Lawrence Avenue East,416.288.1588,4.00
Seafood,The Boil Bar,Yonge & Wellesley,664 Yonge St.,416.515.8868,4.00
Seafood,Buster's Sea Cove,St. Lawrence Market,St. Lawrence Market (Upper Level),416.369.9048,3.78
Seafood,The Captain's Boil (Yonge and Finch),North York,5313 Yonge St.,647.348.7808,5.00
Seafood,Honest Weight,Junction,2766 Dundas St. West,416.604.9992,3.00
Seafood,Pearl Diver,King East,100 Adelaide St. E.,416.366.7827,4.00
Seafood,Eastside Social,Leslieville,1008 Queen St. East,416.461.5663,3.80
Seafood,Market Street Catch,King East,14 Market St.,416.363.2020,3.57
Seafood,The Chase Toronto,Financial District,10 Temperance St.,647.348.7000,3.27
Seafood,Miller Tavern,Yonge & Lawrence,3885 Yonge Street,416.322.5544,3.33
Seafood,The Captain's Boil (Yonge and College),Yonge & Dundas,476 Yonge St.,647.748.2886,5.00
Seafood,Bluffer's Restaurant,Scarborough,7 Brimley Road South,416.264.2337,3.50
Seafood,Miller Tavern (downtown),South Core,31 Bay Street,416.366.5544,-
Seafood,New Orleans Seafood & Steakhouse,Etobicoke,267 Scarlett Rd.,416.766.7001,4.75
Seafood,Mermaid Fish and Grill House (St. Clair),Yonge & St. Clair,44 St Clair Ave East ,416.546.9158,5.00
Seafood,Anglr,Leslieville,1054 Gerrard St E,416.466.6677,-
Seafood,Fishman Wharf Seafood,Scarborough,4080 Steeles Ave. East,905.513.6666,-
Seafood,Buster's Sea Cove (Commerce Court),Financial District,199 Bay Street,416.892.8140,1.00
Seafood,The Captain's Boil (College),Little Italy,671 College St,416.538.8868,1.00
Seafood,The Captain's Boil (Queen),Queen West,226 Queen St W,416.506.5123,-
Seafood,Red Lobster,Yonge & Dundas,20 Dundas St W,416.348.8938,-
Soup,Suup Health Bar,Yonge & College,Not Found,Not Found,4.50
Soup,RaviSoups on Adelaide,Entertainment District,322 Adelaide West,647.435.8365,4.33
Soup,Soup Nutsy,Financial District,222 Bay Street,416.304.1383,4.20
Soup,Esther Queen of Soups,Yorkville,2 Bloor Street West,416.963.6667,4.00
Soup,RaviSoups (Queen St.),West Queen West,1128 Queen St. West,416.538.7284,4.40
Soup,RaviSoups (Dundas West),Junction Triangle,2535 Dundas St. W.,416.769.7284,4.00
Soup,RaviSoups (College),Little Italy,492 College Street,416.923.7284,-
Soup,RaviSoups (Parkdale),Parkdale,1533 Queen St. West,416.536.7284,-
Spanish,Lobby Boy,Queen West,335 Queen St W,416.493.2786,4.50
Spanish,Labora,King West,433 King St W,416.260.9993,3.44
Spanish,Madrina,Distillery District,2 Trinity St.,416.548.8055,3.50
Spanish,Barcelona Tavern YYZ,Liberty Village,109 Atlantic Ave,416.531.0757,3.25
Spanish,La Paella,Leslieville,1146 Queen St. East,416.546.1055,3.88
Spanish,Bar Raval,Little Italy,505 College St.,Not Found,3.94
Spanish,Tapagria,Markham,230 Commerce Valley Drive East,905.771.8868,3.86
Spanish,Barsa Taberna,St. Lawrence Market,26 Market St.,647.341.3642,4.28
Spanish,Bar Isabel,Little Italy,797 College St,416.532.2222,3.92
Spanish,Patria,King West,"478 King St. W, # 114",416.367.0505,2.94
Spanish,LaVinia Restaurant,Etobicoke,2350 Lake Shore Blvd. W,647.748.2350,3.75
Spanish,Tapas at Embrujo,Danforth,97 Danforth Avenue,647.705.7880,4.60
Spanish,El Tenedor,Rosedale,909 Yonge Street,416.923.8888,4.00
Spanish,Casa Barcelona,Etobicoke,2980 Bloor Street West,416.234.5858,4.00
Spanish,La Flaca,West Queen West,920 Queen St. West,Not Found,-
Sushi,Aburi Hana,Yorkville,102 Yorkville Avenue,647.343.8887,5.00
Sushi,Edomae Kiyomi,Church Wellesley Village,76 Gerrard St. E.,416.979.1134,4.75
Sushi,Oo-Kinza Fish House,Scarborough,395 Bamburgh Circle,416.493.3888,3.67
Sushi,Rin Sushi,Richmond Hill,360 Hwy 7,289.597.2333,4.44
Sushi,Kaito Sushi,St. Clair West,1211 St Clair Ave W.,Not Found,4.50
Sushi,Kinoya Sushi,Entertainment District,293 King St. W.,416.599.8828,5.00
Sushi,TORA,North York,3401 Dufferin Street,647.349.1193,4.60
Sushi,Robo Sushi,Don Mills,865 York Mills Rd,647.748.3675,3.33
Sushi,Gal's Sushi,Thornhill,5 Glen Cameron Road,905.597.0176,5.00
Sushi,YuSushi,Richmond Hill,"Shoppes of the Parkway, Highway 7",905.707.8338,-
Sushi,Project: Fish,North York,16 Park Home Ave,416.792.5250,4.00
Sushi,Shunoko,St. Clair West,1201 St Clair Ave W,647.748.7288,4.20
Sushi,KaKa All You Can Eat on Bay,Yonge & College,655 Bay S,416.979.3288,3.29
Sushi,August 8,Chinatown,331 Spadina Ave,416.597.2288,3.23
Sushi,Tachi,Financial District,Not Found,Not Found,4.57
Sushi,Nakamori,Scarborough,2803 Eglinton Ave East,416.265.7111,5.00
Sushi,Skippa,Harbord Village,379 Harbord St.,Not Found,4.38
Sushi,Yuzu No Hana,Entertainment District,236 Adelaide Street West,416.205.9808,3.92
Sushi,Japango,Little Tokyo,122 Elizabeth Street,416.599.5557,3.72
Sushi,Toshi Ryoriten,Richmond Hill,1380 Major Mackenzie Dr East,905.737.1125,-
Sushi,Shoushin,Yonge & Lawrence, 3328 Yonge St.,416.488.9400,2.80
Sushi,Miku,South Core,10 Bay St.,647.347.7347,4.27
Sushi,KaKa All You Can Eat,Markham,3235 Highway 7 East,905.604.5023,2.78
Sushi,D & Y Sushi,Junction,2861 Dundas St. West,647.350.2996,3.67
Sushi,Fune Japanese Restaurant,Entertainment District,100 Simcoe,416.599.3868,3.00
Sushi,My Sushi (North York),North York,5440 Yonge St.,416.222.6463,5.00
Sushi,Ja Bistro,Queen West,222 Richmond Street West,647.748.0222,4.50
Sushi,Japas,Koreatown,692 Bloor St W,647.748.8847,3.75
Sushi,Oshio Japanese Restaurant,Markham,2900 Steeles Ave East,905.881.5686,-
Sushi,Spring Sushi,Yonge & Dundas,10 Dundas Street East,416.596.6866,4.50
Sushi,Kimono,Yonge & Eglinton,359 Eglinton West,416.487.8660,-
Sushi,Sashimi Island,Little Italy,635 College St.,416.535.1888,4.00
Sushi,Umi Sushi Express,Financial District,100 Wellington St. West,416.861.9950,-
Sushi,Nigiri-Ya,Bayview and Leaside,897 Millwood Road,416.423.4419,4.67
Sushi,Akai Sushi,Harbord Village,168 Major St,647.340.3558,3.67
Sushi,Mazz Sushi,Bloorcourt,993 Bloor Street West,416.536.7631,4.00
Sushi,Lola Sushi,Yonge & Eglinton,2070 Yonge St,416.932.0290,4.67
Sushi,Ki,Financial District,181 Bay Street,416.308.5888,3.25
Sushi,Sushi Mugen,Leslieville,1105 Queen Street East,416.463.0114,4.40
Sushi,Cafe Michi,Scarborough,1802 Pharmacy Avenue,416.490.9688,-
Thai,BuaBua Thai,Bayview and Leaside,1677 Bayview Ave.,416.322.8828,4.75
Thai,Crystal Thani,Little Italy,571 College St,416.588.4242,4.75
Thai,Thai Nyyom,Junction Triangle,1419 Bloor St W,416.530.1463,4.83
Thai,Chai Pochana,St. Clair West,809 St Clair Ave W,416.410.2884,3.36
Thai,Phat Kaphrao,North York,3016b Bathurst Street,416.789.4085,4.18
Thai,Boat King of Thai Noodles,Yonge & College,770 Bay St,416.591.8838,3.31
Thai,Favorites,Ossington,141 Ossington Ave,416.588.3376,3.86
Thai,Mugi,Annex,793 Bathurst St.,416.535.3886,4.67
Thai,Koh Lipe,Baldwin Village,35 Baldwin St,416.599.9988,3.88
Thai,Chiang Mai,Etobicoke,84 Park Lawn Rd.,647.748.8424,3.32
Thai,Imm Thai Kitchen,Little Italy,651 College St.,416.532.6888,4.38
Thai,Dee,Yonge & Eglinton,2013 Yonge St,647.344.8838,4.17
Thai,Sukhothai (Canary District),Canary District,490 Front St. East,416.777.2092,4.29
Thai,Si Lom,Church Wellesley Village,534 Church St,416.515.0888,4.00
Thai,Sala Modern Thai,Danforth East,1262 Danforth Ave,416.405.9999,4.47
Thai,Kiin,Entertainment District,326 Adelaide St W,647.490.5040,4.35
Thai,Isaan Der,Junction,2961 Dundas St W,416.604.0062,4.17
Thai,Khao San Road,Entertainment District,11 Charlotte Street,Not Found,4.37
Thai,Sabai Sabai,Yonge & Bloor,81 Bloor St E,647.748.4225,4.33
Thai,Salad King,Yonge & Dundas,340 Yonge St.,416.593.0333,3.74
Thai,Eat BKK,North York,4704 Yonge St.,647.352.8989,3.13
Thai,Nimman Thai on Lakeshore,Etobicoke,2451 Lakeshore Blvd W,416.255.4224,4.56
Thai,Kub Khao,Scarborough,3561 Sheppard Ave East,416.297.8888,3.00
Thai,Jatujak on Victoria Park,Scarborough,1744 Victoria Park Ave.,647.352.1744,3.10
Thai,Sukhothai on Dundas West,Dundas West,1442 Dundas St. West,416.792.2432,4.36
Thai,Nana,West Queen West,785 Queen St. West,647.352.5773,4.00
Thai,Pai,Entertainment District,18 Duncan St.,416.901.4724,4.50
Thai,Thai Lime,Junction Triangle,1551 Dupont St.,416.516.8424,4.00
Thai,Satay on the Road,Bayview and Leaside,1572 Bayview Avenue,416.488.5153,-
Thai,Lemongrass,Bayview and Leaside,1630 Bayview Avenue,416.322.8202 ,-
Thai,Thai Basil,Annex,467 Bloor St West,416.840.9988,2.80
Thai,Thai Express,Financial District,"40 King Street West, Scotia Plaza",416.594.9595,2.67
Thai,Khmer Thai,St. Clair West,1018 St Clair Ave West,416.654.0609,4.60
Thai,Urban Thai,Little Italy,638 College Street,416.535.8424,2.50
Thai,Mengrai Thai,King East,82 Ontario Street,416.546.0331,4.13
Thai,Sukhothai (Wellington),Financial District,52 Wellington St East,647.351.4612,4.13
Thai,Jatujak (Kingston Road),Scarborough,1466 Kingston Road,416.698.1466,3.67
Thai,Sorn Thai,Yonge & Eglinton,2550 Yonge St.,416.322.3563,3.33
Thai,Thai Princess,Entertainment District,387 King Street West,416.977.8222,4.40
Thai,Thai Elephant,West Queen West,813 Queen Street West,416.366.3400,4.25
Tibetan,The Momo House,Parkdale,1422 Queen St W,Not Found,4.67
Tibetan,Songtsen Cafe,Parkdale,1504 Queen St W,416.533.9778,4.67
Tibetan,Momo Hut,Danforth,401 Danforth Ave.,416.363.8580,4.00
Tibetan,Loga's Corner,Parkdale,216 Close Ave,647.761.0965,4.06
Tibetan,Norling,Parkdale,1512 Queen St. W,416.532.2877 ,5.00
Tibetan,OM Restaurant,Parkdale,1439 Queen Street West,416.532.3901,4.15
Tibetan,Tibet Kitchen,Parkdale,1544 Queen St W,416.913.8726,4.50
Tibetan,Kathmandu Restaurant,Yorkville,12 Cumberland St.,647.345.4214,4.50
Tibetan,Garleek Kitchen,Parkdale,Not Found,Not Found,5.00
Tibetan,Tiny Cafe,Parkdale,10 Macdonell Ave.,Not Found,5.00
Tibetan,Himalayan Kitchen,Parkdale,1526 Queen St. W,416.536.4138,4.00
Tibetan,Karma's Kitchen,Little India,1411 Gerrard St. East,647.345.2762,5.00
Tibetan,Tsampa Cafe,Parkdale,1528 Queen St. W,416.535.1440,4.50
Tibetan,Cafe Tibet,Roncesvalles Village,390 Roncesvalles Ave.,416.792.9258,-
Tibetan,Tashi Delek,Parkdale,223 Jameson Ave.,416.454.0136,-
Tibetan,Shangrila,Parkdale,1600 Queen St. W,416.588.1100,-
Tibetan,Little Tibet,Parkdale,1449A Queen St. West,416.532.9728,5.00
Tibetan,Momo Place,Etobicoke,529 Evans Ave.,416.255.5556,5.00
Tibetan,Yak & Yeti,High Park,1570 Bloor St W,647.748.1570,-
Vegetarian,Green Haven,Junction,3080 Dundas St W,416.766.7888,4.67
Vegetarian,Kupfert & Kim Bistro,Yorkville,100 Bloor St. W,416.925.1222,4.50
Vegetarian,Sorry I've Got Plants,Roncesvalles Village,476 Roncesvalles Avenue,647.636.5223,4.50
Vegetarian,Vegwood,Oakwood Village,540 Oakwood Ave,Not Found,4.50
Vegetarian,by CHLOE. Toronto,North York,3401 Dufferin St,Not Found,4.69
Vegetarian,Globally Local,Little Italy,492 College Street,Not Found,4.20
Vegetarian,LOV Toronto,King West,620 King Street West,416.366.8568,4.17
Vegetarian,Avelo,Yonge & Wellesley,51 St. Nicholas Street,647.643.3132,4.18
Vegetarian,Planta Queen,Queen West,180 Queen St W,647.812.1221,3.26
Vegetarian,Disgraceland,Bloorcourt,965 Bloor St W,647.347.5263,3.67
Vegetarian,Blossom Vegetarian,Richmond Hill,9425 Leslie St.,905.237.7899,4.00
Vegetarian,Vegandale Brewery,Parkdale,1346 Queen St W,Not Found,3.25
Vegetarian,Fresh on Front,King East,Not Found,Not Found,3.67
Vegetarian,Parka Food Co.,Queen West,424 Queen St. West,416.603.3363,4.80
Vegetarian,Hogtown Vegan on College,Little Italy,382 College St,416.546.7900,3.60
Vegetarian,Hello 123,West Queen West,1122 Queen St W,416.532.3555,4.22
Vegetarian,Planta,Yorkville,1221 Bay Street,647.348.7000,3.96
Vegetarian,Kupfert & Kim on Spadina,Queen West,140 Spadina Avenue,416.504.2206,4.17
Vegetarian,Crave Healthy Habits (Richmond-Adelaide Centre),Financial District,120 Adelaide St. W.,416.855.3322,3.00
Vegetarian,Thrive Organic Kitchen,Etobicoke,3473 Lake Shore Boulevard West,416.252.7700,4.67
Vegetarian,K&K Food Stand,Financial District,150 King St. West,416.260.7777,-
Vegetarian,Lipstick & Dynamite,West Queen West,992 Queen St. W,416.535.4554,5.00
Vegetarian,Kupfert & Kim,Financial District,100 King St. West,416.504.1233,4.82
Vegetarian,Hogtown Vegan,Bloorcourt,1056 Bloor St West,416.901.9779,3.42
Vegetarian,E.L. Ruddy,Dundas West,1371 Dundas Street West,Not Found,4.33
Vegetarian,One Love Vegetarian Cafe,Annex,854 Bathurst St.,416.535.5683,4.25
Vegetarian,Green Earth Vegan Cuisine,Danforth,804 Danforth Avenue,416.778.9199,4.67
Vegetarian,Annapurna,Annex,1085 Bathurst St,416.537.8513,5.00
Vegetarian,Cafe 668,Dundas West,885 Dundas Street West,416.703.0668,5.00
Vegetarian,Urban Herbivore,Kensington Market,64 Oxford Street,416.927.1231,3.92
Vegetarian,Fresh,Annex,326 Bloor Street West,416.531.2635,4.12
Vegetarian,Fresh on Eglinton,Yonge & Eglinton,90 Eglinton Ave. E,416.599.4442,4.70
Vegetarian,Fresh on Crawford,West Queen West,894 Queen Street West,416.599.4442,4.07
Vegetarian,Fresh on Spadina,Queen West,147 Spadina Avenue,416.599.4442,3.75
Vegetarian,Feel Good Guru,West Queen West,135 Tecumseth St.,647.748.5800,-
Vegetarian,Veggie D'Light,Kensington Market,"160 Baldwin St., Unit #3",647.352.7581,-
Vegetarian,Animal Liberation Kitchen,Riverside,100 Broadview Ave.,647.232.9790,4.00
Vegetarian,King's Cafe,Kensington Market,192 Augusta Avenue,416.591.1340,4.50
Vegetarian,Buddha's Vegetarian,Chinatown,666 Dundas Street West,416.603.3811,5.00
Vegetarian,Greens Vegetarian Restaurant,Kensington Market,638 Dundas St. West,416.603.3337,3.20
